"","Row.names","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","sig.x","baseMean.y.x","log2FoldChange.y.x","lfcSE.y.x","stat.y.x","pvalue.y.x","padj.y.x","sig.y.x","baseMean.y.y","log2FoldChange.y.y","lfcSE.y.y","stat.y.y","pvalue.y.y","padj.y.y","sig.y.y"
"34","g2632",253.873613551221,8.28546061978626,1.66287836493116,4.98260173114301,6.27349889337579e-07,3.44415089246331e-05,"FDR<0.1",45.7201103615849,6.37848728006125,2.27669387826726,2.80164467474027,0.00508428384471351,0.0557388154827851,"FDR<0.1",141.401551739886,8.03977747907534,2.06622767240449,3.89104143093746,9.98148860073557e-05,0.00426306158302384,"FDR<0.1"
"35","g2781",190.388909231447,7.46364695993987,1.70287263170641,4.38297428766632,1.17069934561618e-05,0.000390688970445427,"FDR<0.1",96.9572736372343,7.47698722695441,2.09685936188347,3.56580291595633,0.000362743904890857,0.00842134869393676,"FDR<0.1",79.1614621994783,7.19663662228751,2.1616555120095,3.32922456066898,0.000870881564752727,0.0202288981005721,"FDR<0.1"
"36","g2793",15710.4883223961,-14.9337393005591,1.60383621179396,-9.3112620794707,1.26322263875626e-20,2.08052768603156e-17,"FDR<0.1",21932.2047885416,-14.3488736609678,1.90252559856444,-7.5420134540081,4.62769990733389e-14,2.73959834514166e-11,"FDR<0.1",21746.0529386559,-12.7883887866303,1.72507449721518,-7.41323856289962,1.23251882516103e-13,1.6318549245132e-10,"FDR<0.1"
"37","g2810",187.274331803171,-6.92876108617862,1.50066163357381,-4.61713748866747,3.8906951379365e-06,0.00014637214361052,"FDR<0.1",257.98935390927,-5.92742954754107,1.72968497133687,-3.42688388103399,0.000610550094308938,0.0129087734225318,"FDR<0.1",255.988927895852,-5.78185634382984,1.74094995923456,-3.32109278222559,0.000896657239035256,0.0203984986318643,"FDR<0.1"
"38","g2841",6580.79545517474,6.32792124193855,1.17818963781039,5.37088516047273,7.83510954464984e-08,6.45221271001914e-06,"FDR<0.1",3031.33293556693,6.1420771275264,1.56063682513046,3.93562232328649,8.29813844071192e-05,0.00316935352058159,"FDR<0.1",3067.19648792482,6.17276770232801,1.57804615548902,3.91165219145008,9.16668620637905e-05,0.00418506639215374,"FDR<0.1"
"39","g2857",1359.64024868979,13.7308721070033,1.94641069961481,7.05445778207068,1.73275048686344e-12,9.5128001728803e-10,"FDR<0.1",196.277748548257,11.4797880119933,2.33722417764254,4.91171883373741,9.02814517821733e-07,8.22255683923794e-05,"FDR<0.1",776.848525004352,13.4776131612326,2.29286526350963,5.87806591853671,4.15087634002867e-09,1.83192009139932e-06,"FDR<0.1"
"40","g3230",243.720400352262,7.84081469709197,1.66810932929024,4.70042014597936,2.59626767640503e-06,0.000112527706922081,"FDR<0.1",98.2710470545587,7.4965633807185,2.09460077305112,3.57899389571911,0.000344919523529457,0.00833438195630361,"FDR<0.1",123.472307839357,7.84304769387028,2.08424921247951,3.76300859173162,0.000167881431817202,0.00694609424143674,"FDR<0.1"
"41","g3318",221.881568186499,-4.64977951594405,1.36427193276069,-3.40824978091789,0.000653810169222241,0.00987913163953239,"FDR<0.1",294.77003249401,-4.23595811203119,1.65004881531075,-2.56717139076485,0.0102531920050005,0.0926700712513024,"FDR<0.1",291.121512498238,-4.41675718356086,1.67247986816662,-2.64084325774429,0.00826999701060723,0.0920124037146553,"FDR<0.1"
"42","g3469",66371.9048353068,-10.7451628851247,1.18336607210386,-9.08016812246554,1.08407270601111e-19,8.92733873400145e-17,"FDR<0.1",92303.0242442558,-13.0298513170205,1.59022901881998,-8.19369484697823,2.53326833982757e-16,2.99938971435585e-13,"FDR<0.1",91506.0282259981,-11.1243260606589,1.58430100992671,-7.02159879401548,2.19343633772498e-12,1.45205485557394e-09,"FDR<0.1"
"43","g3472",41.397139896213,-9.80275341157767,2.86956914849805,-3.4161063575375,0.000635234313133977,0.00968732327529315,"FDR<0.1",57.0656294999325,-6.7565635201346,2.37454136918029,-2.84541832280943,0.00443531325341927,0.0520221879599032,"FDR<0.1",56.2603610379984,-9.2221578928472,2.85369129544628,-3.23165925745481,0.00123073720163281,0.0254608758587788,"FDR<0.1"
"44","g3477",4257.87522752789,5.42801409478203,1.35710579734134,3.9996985536543,6.3423217594134e-05,0.00147123999123294,"FDR<0.1",5624.21119209605,9.38282931436147,1.70720323280425,5.49602363331357,3.8845047318228e-08,7.66542267079698e-06,"FDR<0.1",323.957666024084,5.20786685289406,1.77394250936841,2.93575852959759,0.00332733219977153,0.0489487536944167,"FDR<0.1"
"45","g3487",58.7170272930721,8.70703910855124,2.34290538922334,3.71634260119978,0.000202127461202449,0.00378299918864128,"FDR<0.1",29.954033914995,8.76770822249086,2.75365482948293,3.18402587303842,0.00145242029768093,0.0232387247628949,"FDR<0.1",25.1009414607407,8.52579084904819,2.88388412838539,2.95635693720522,0.00311296608528952,0.0463097426620599,"FDR<0.1"
"46","g3555",455.332943612936,7.54308208817905,1.56726297920977,4.81290133707003,1.48754738657395e-06,7.20585454613909e-05,"FDR<0.1",206.877376804968,7.36155429914636,1.99584548566514,3.68843898589326,0.000225634117036385,0.00580762596893651,"FDR<0.1",207.847340832323,7.38323393862156,2.01795083918327,3.65877790244375,0.000253420838959863,0.00860331258417585,"FDR<0.1"
"47","g3561",9783.71593782129,8.57428774847789,1.2361504440373,6.93628173644792,4.02554407970608e-12,1.65751777481898e-09,"FDR<0.1",5910.13830817119,8.9773752994642,1.60802457205708,5.58285952557294,2.36595841421334e-08,5.60258952485718e-06,"FDR<0.1",3704.56788607627,8.31257267168334,1.62684432209268,5.10963007264919,3.22790200599382e-07,5.34217781991978e-05,"FDR<0.1"
"48","g3609",404.219672088312,-10.6422603567045,1.96049382484199,-5.42835698937344,5.68751918013632e-08,5.01311307889211e-06,"FDR<0.1",556.053996750938,-6.33800675598535,1.68699922371802,-3.756970760198,0.000171982582669414,0.00484827090191871,"FDR<0.1",548.381184620741,-8.0614120856901,1.80779641478192,-4.45924774480901,8.22478090880397e-06,0.000808550782516862,"FDR<0.1"
"49","g3644",14162.5892166216,-6.52768717984465,1.17997005816955,-5.53207866136098,3.16457918847541e-08,3.25753870213688e-06,"FDR<0.1",19520.9587790733,-6.65413813090846,1.56053635551693,-4.26400711997783,2.00793041282856e-05,0.00123837081736658,"FDR<0.1",19338.0080283741,-6.83151980302297,1.57798826696319,-4.32925893433295,1.49611941012732e-05,0.00116521299941681,"FDR<0.1"
"50","g3650",51.486402841658,-10.1230611151993,2.81226590788779,-3.59961022419904,0.000318694524257314,0.00541123589125562,"FDR<0.1",71.6806273468005,-9.5341100360893,2.76410809868708,-3.44925368172753,0.000562138326988422,0.0123254033176721,"FDR<0.1",71.0533227200928,-9.55825893513205,2.78555765953772,-3.43136280177317,0.000600556827121634,0.015291100752097,"FDR<0.1"
"51","g3665",104.408566782611,9.500591173411,2.17115814803429,4.3758172024514,1.20978369718985e-05,0.000390688970445427,"FDR<0.1",45.4565602394223,9.36945052267295,2.59388004471576,3.61213716947333,0.0003036838466356,0.00749086821701146,"FDR<0.1",53.2754675901435,9.61152905975361,2.57723667657196,3.72939324786349,0.000191941401614589,0.00726086902107758,"FDR<0.1"
"52","g3666",233.086497406069,10.6330393013245,2.03990269686832,5.21252279221378,1.86289671389842e-07,1.32765741023572e-05,"FDR<0.1",105.627382752877,10.5858764541643,2.40600123617267,4.3997801393501,1.0836060857948e-05,0.00071277200310058,"FDR<0.1",117.052349464883,10.7471414960201,2.41457939920172,4.45093729349847,8.54963063084295e-06,0.000808550782516862,"FDR<0.1"
"53","g3668",1058.99939847458,8.08797185899238,1.43815386365652,5.62385712918689,1.86740112825041e-08,2.36585358325264e-06,"FDR<0.1",349.076763142785,7.21456802845531,1.82892940507589,3.9446946439991,7.99017299601057e-05,0.00316935352058159,"FDR<0.1",514.26247637577,7.79407163706994,1.83147649749146,4.25562197917655,2.08468671772147e-05,0.00138006260713161,"FDR<0.1"
"54","g3876",165576.947133769,-11.7918185750043,2.00911886256381,-5.86914930456476,4.38036842570318e-09,7.21446679713313e-07,"FDR<0.1",226512.669828881,-11.6085923847688,2.33030288884168,-4.98158090965551,6.30669046753349e-07,6.78829228505423e-05,"FDR<0.1",224214.211846588,-12.0668652969793,2.34514331238568,-5.14547031443628,2.668513997041e-07,5.0473036172604e-05,"FDR<0.1"
"55","g3902",112.482892031031,7.59877302496145,1.87679471330931,4.04880351115372,5.14801416262357e-05,0.00126548945161806,"FDR<0.1",36.4358463995937,6.63418309115091,2.3998342045367,2.764433925731,0.00570216542685524,0.0592224900473386,"FDR<0.1",52.4327987253564,7.18013298889056,2.31224747181882,3.10526147239882,0.00190110885901501,0.0331193174912615,"FDR<0.1"
"56","g3911",99.4028968086511,8.82453856241401,2.18362908220565,4.04122597300293,5.31724896234849e-05,0.00128786897661588,"FDR<0.1",89.5993470615202,10.3484526617579,2.43215149733174,4.25485528887116,2.091842596903e-05,0.00123837081736658,"FDR<0.1",23.5641491264096,8.43464181997832,2.91947874891348,2.88909169937181,0.00386356388557698,0.0544187083457864,"FDR<0.1"
"57","g3918",373.502037866861,5.60500407747428,1.4290314001283,3.92223997105387,8.77295507459078e-05,0.00185244320613475,"FDR<0.1",123.730654457875,4.87735470096918,1.83587839926206,2.65668723098962,0.00789126177252104,0.0773696912654882,"FDR<0.1",218.319556780134,5.75277649134937,1.80041911568745,3.19524295272371,0.00139713175154125,0.0272029770447149,"FDR<0.1"
"58","g4003",332.225143743144,7.73393095707456,1.45445934581594,5.31739232129303,1.05264940588e-07,7.88051623401981e-06,"FDR<0.1",124.817238894342,7.05234262249985,1.83687856886642,3.8393080206995,0.000123381561686722,0.00405788247325219,"FDR<0.1",150.131534811337,7.33584488754192,1.8370373928593,3.99330188708018,6.51595228735301e-05,0.00319522993646496,"FDR<0.1"
"59","g4228",167.86832465709,-9.37535393742232,2.04965671011694,-4.57410935750671,4.78250010006487e-06,0.000175039503662374,"FDR<0.1",229.679462348465,-8.77016427259972,2.23323292519182,-3.92711578522264,8.59706006943942e-05,0.00318091222569259,"FDR<0.1",228.488001298254,-6.47112491939196,1.83848650881413,-3.51981093598886,0.000431854516144274,0.0121654336037238,"FDR<0.1"
"60","g4306",15732.6029617552,-7.10633617393035,1.32814957191544,-5.35055412748557,8.76853204664907e-08,6.87703441944334e-06,"FDR<0.1",21813.9863883342,-8.81597418948283,1.68877030403394,-5.22035126294219,1.78584084114429e-07,3.02062222273548e-05,"FDR<0.1",21747.6839605063,-6.28219168186954,1.69938413868157,-3.69674609693805,0.000218380557503425,0.00760883837196143,"FDR<0.1"
"61","g4337",758.758631986569,7.87197782133823,1.55702509147208,5.0557809661858,4.28633062019076e-07,2.52780942767287e-05,"FDR<0.1",341.408570177679,7.57685904921382,1.98532450930912,3.81643354206638,0.000135394521005513,0.00421860823343494,"FDR<0.1",320.049838219919,7.49753144117923,2.01009544444849,3.72993802950305,0.000191526871240476,0.00726086902107758,"FDR<0.1"
"62","g4353",396.594427137785,11.0497984855295,1.9941004796008,5.54124458549929,3.00329387325167e-08,3.25753870213688e-06,"FDR<0.1",273.790380170393,11.9599618847358,2.3141205917181,5.16825351606082,2.36291650756714e-07,3.49711643119936e-05,"FDR<0.1",151.117912875888,11.1156619448457,2.38283810309339,4.664883413781,3.08792063063069e-06,0.000371673355905004,"FDR<0.1"
